s_id,year,on_time,quality,after-sales service,final score,e_id
1514,2012,78,55,64,62.35,UM071831768
1515,2012,53,98,99,84.55,CN293777880
1516,2012,88,90,68,88.3,QE612166202
1517,2012,82,63,89,70.0,ON832488402
1518,2012,78,69,54,70.95,CG874274786
1519,2012,97,74,78,81.1,MQ408098816
1520,2012,66,82,74,76.8,IY307298630
1521,2012,70,58,65,61.95,HG161333974
1522,2012,82,57,63,64.8,OE492612167
1524,2012,54,64,76,61.6,IL823439521
1525,2012,79,53,62,61.25,OE733069522
1526,2012,50,87,98,76.45,JD043496508
1527,2012,89,81,99,84.3,WL866928948
1528,2012,95,92,92,92.9,SC910017359
1529,2012,85,66,75,72.15,YM384751172
1530,2012,91,56,91,68.25,YR375501621
1531,2012,90,56,53,66.05,PT677160040
1532,2012,67,92,99,84.85,XC846724011
1533,2012,74,91,51,83.9,PB757803062
1534,2012,76,66,88,70.1,XM785841897
1535,2012,84,84,71,83.35,PS269904648
1536,2012,86,65,96,72.85,VM142160015
1537,2012,89,61,91,70.9,ST153720044
1538,2012,98,96,52,94.4,HI507569874
1539,2012,57,91,92,80.85,BW054333867
1540,2012,84,100,78,94.1,NX805318657
1541,2012,69,62,61,64.05,AU476891123
1542,2012,69,98,59,87.35,LH682480256
1543,2012,79,50,74,59.9,SC399240423
1544,2012,58,57,70,57.95,CX829226911
1545,2012,85,52,74,63.0,RY745793589
1546,2012,82,62,69,68.35,IR534289580
1547,2012,85,65,72,71.35,KD003383222
1548,2012,51,52,55,51.85,IX714045317
1550,2012,56,100,100,86.8,OG938994692
1551,2012,63,57,70,59.45,DC352838079
1552,2012,67,56,85,60.75,QO420500307
1553,2012,89,76,73,79.75,EJ678195657
1554,2012,94,66,87,75.45,SZ728318679
1555,2012,99,55,73,69.1,CN293777880
1556,2012,92,62,83,72.05,GZ746294003
1557,2012,79,84,78,82.2,LY925783498
1558,2012,96,62,64,72.3,MH866284217
1560,2012,59,68,97,66.75,UF949919389
1561,2012,66,100,88,89.2,IQ705158388
1562,2012,67,94,74,84.9,NV577455624
1563,2012,57,92,57,79.75,ZD784664944
1564,2012,98,62,100,74.7,KW017625043
1565,2012,86,71,51,74.5,NC193399366
1566,2012,84,57,55,65.0,ND655349748
1568,2012,68,56,59,59.75,PU810232503
1569,2012,62,88,68,79.2,KP811996709
1570,2012,65,64,70,64.6,NW704009256
1571,2012,71,88,97,83.35,SA426372599
1572,2012,83,83,55,81.6,MD598070115
1574,2012,52,73,81,67.1,JZ884076749
1575,2012,82,70,86,74.4,EI734264601
1576,2012,76,66,93,70.35,VT593173049
1577,2012,70,99,73,89.0,OI761627228
1578,2012,65,62,51,62.35,QU512459265
1579,2012,68,73,63,71.0,WO104007313
1580,2012,73,64,72,67.1,TU947414157
1581,2012,56,66,80,63.7,OC368581472
1582,2012,74,78,86,77.2,DB777195882
1583,2012,79,97,77,90.6,PT677160040
1584,2012,88,76,91,80.35,AE733061358
1585,2012,80,87,54,83.25,FO224867621
1586,2012,57,96,91,84.05,IK415344449
1587,2012,60,80,54,72.7,LP834327618
1588,2012,62,92,66,81.7,SI361301895
1590,2012,93,75,70,80.15,BO155920584
1592,2012,62,52,65,55.65,EH797527531
1593,2012,59,92,87,81.85,KQ521128864
1594,2012,92,72,89,78.85,FG524268513
1595,2012,81,69,83,73.3,OX080471373
1596,2012,91,52,88,65.5,FJ971916971
1597,2012,98,78,54,82.8,TX528899664
1598,2012,72,81,87,78.6,XJ486500055
1599,2012,76,55,63,61.7,MC249489522
1600,2012,57,93,59,80.5,ON162514104
1602,2012,68,58,76,61.9,CV501356999
1603,2012,50,94,89,80.55,PP179937692
1604,2012,68,96,81,86.85,PC351597996
1605,2012,100,82,66,86.6,WT965542707
1606,2012,83,50,54,60.1,RU928418885
1607,2012,83,50,65,60.65,TB562627812
1608,2012,65,74,85,71.85,IV649842982
1609,2012,95,84,54,85.8,NV118106090
1610,2012,61,63,61,62.3,PH181588768
1611,2012,88,88,99,88.55,XL761259441
1612,2012,67,50,98,57.5,UI516249265
1613,2012,75,77,62,75.65,JC684395528
1614,2012,71,94,95,87.15,WP075287383
1615,2012,71,69,83,70.3,ZO638293546
1616,2012,80,76,53,76.05,FI956382861
1617,2012,52,73,55,65.8,LK882839830
1618,2012,59,98,59,84.35,RZ346049283
1620,2012,75,64,85,68.35,AV861318939
1621,2012,54,86,98,77.0,HU499193676
1622,2012,79,55,100,64.45,NN749063528
1623,2012,92,79,67,82.3,HU499193676
1624,2012,90,84,67,84.95,HI980743537
1625,2012,57,68,76,65.1,NF077291436
1626,2012,91,97,60,93.35,KK850188351
1627,2012,85,65,87,72.1,SU793123312
1628,2012,98,94,98,95.4,JD403000106
1629,2012,76,61,62,65.55,BV698571831
1630,2012,61,52,74,55.8,KA339901452
1631,2012,100,50,58,65.4,BP381050318
1632,2012,79,92,97,88.35,IB729240819
1634,2012,94,58,84,70.1,LQ782047378
1635,2012,67,100,97,89.95,MG359802747
1636,2012,70,74,96,73.9,MY705406626
1637,2012,76,86,82,82.8,MN033776120
1638,2012,76,90,97,86.15,QE710658719
1640,2012,72,90,98,85.0,XR612469483
1641,2012,94,55,88,68.35,KE324752625
1642,2012,87,52,71,63.45,MG381113285
1644,2012,99,97,68,96.15,RN962018802
1645,2012,66,63,67,64.1,MB614626687
1646,2012,100,56,98,71.3,OY360490892
1647,2012,97,96,86,95.8,MJ040799641
1648,2012,90,80,86,83.3,IX167273950
1650,2012,82,69,60,72.45,JI081627587
1651,2012,82,59,67,66.3,BZ478944829
1652,2012,87,72,51,75.45,LW758303087
1653,2012,50,87,83,75.7,WG764674282
1654,2012,94,82,51,84.05,BU639452218
1655,2012,83,76,96,79.1,FJ525987075
1656,2012,62,60,79,61.55,YJ107040748
1657,2012,57,82,67,73.75,FG154022907
1658,2012,52,76,91,69.55,BV698571831
1659,2012,55,84,58,74.0,PK055009936
1660,2012,57,91,84,80.45,MU039342237
1661,2012,63,98,55,85.35,GI781668180
1662,2012,68,57,74,61.15,GE298250343
1664,2012,83,60,70,67.4,OH288702485
1665,2012,75,59,69,64.3,RZ346049283
1666,2012,59,65,74,63.65,AW655837390
1667,2012,64,98,64,86.1,PT990681488
1668,2012,91,67,100,75.85,QG824030023
1669,2012,91,53,62,64.85,TL121025322
1670,2012,86,55,90,66.05,NO828995481
1671,2012,64,80,77,75.05,EG226121535
1672,2012,87,52,77,63.75,WY727896379
1673,2012,68,89,51,80.8,JP762694409
1674,2012,56,78,91,72.05,OK522245536
1675,2012,99,77,55,82.5,OS347785944
1676,2012,71,70,61,69.85,MQ408098816
1677,2012,87,57,90,67.65,OX363928103
1678,2012,69,64,51,64.85,EK562931064
1680,2012,50,93,96,80.25,JD883464020
1682,2012,61,70,89,68.25,MG381113285
1683,2012,82,90,57,85.95,IK160376395
1684,2012,74,53,56,59.45,AB960349175
1685,2012,66,79,98,76.05,UC788528039
1686,2012,89,98,95,95.15,QG824030023
1688,2012,87,83,74,83.75,RS968394241
1689,2012,80,95,83,89.9,TI222332135
1690,2012,84,54,56,63.1,TR279228716
1692,2012,100,62,71,73.85,BV698571831
1693,2012,64,56,68,59.0,VW983233415
1694,2012,95,66,82,75.5,HL158518161
1695,2012,77,82,60,79.4,MQ090707449
1696,2012,52,96,52,80.6,GO794411576
1697,2012,91,90,88,90.2,WY727896379
1698,2012,92,78,89,82.75,MX899497978
1699,2012,65,74,76,71.4,XQ704503152
1700,2012,52,73,65,66.3,HR676965939
1701,2012,64,56,89,60.05,GD893799804
1702,2012,52,74,96,68.5,FU412395578
1704,2012,56,58,63,57.65,PM306284349
1705,2012,55,71,75,66.4,QL482762586
1706,2012,90,58,83,68.85,YR852841686
1707,2012,84,99,99,94.5,IB049107339
1708,2012,91,51,57,63.3,EN774847116
1709,2012,99,96,58,95.0,NI552276270
1710,2012,70,73,67,71.8,UA581204893
1711,2012,73,76,65,74.55,IL854870760
1712,2012,60,52,79,55.75,JF911552397
1713,2012,96,77,82,82.95,KQ817191788
1714,2012,51,51,89,52.9,JZ884076749
1715,2012,89,69,99,76.5,OI423105585
1716,2012,59,60,80,60.7,BT830450711
1717,2012,82,76,100,79.0,GE944278030
1718,2012,81,59,64,65.85,VS728849575
1719,2012,85,58,98,68.1,VN933383584
1720,2012,79,98,95,92.15,CK678684353
1721,2012,96,72,94,80.3,UF852759487
1722,2012,58,77,58,70.35,YK509978163
1724,2012,51,67,82,62.95,OC116277038
1725,2012,65,50,77,55.85,EK562931064
1726,2012,74,52,65,59.25,IF696970658
1728,2012,67,80,60,75.1,CR051360208
1729,2012,68,64,75,65.75,NQ315150648
1730,2012,83,60,95,68.65,DC172687624
1731,2012,83,68,98,74.0,HQ258491732
1732,2012,62,51,66,55.05,PU810361344
1733,2012,81,99,79,92.6,KC534764245
1734,2012,66,76,65,72.45,QK928159933
1735,2012,97,69,53,76.6,XM785841897
1736,2012,53,95,73,81.3,SU042637391
1737,2012,65,50,86,56.3,PG394084801
1738,2012,52,73,93,67.7,PM535852915
1739,2012,60,77,82,72.15,ZY849409942
1740,2012,60,94,87,83.45,ZD784664944
1741,2012,78,62,59,66.65,QE940177832
1742,2012,69,67,61,67.3,BO092266377
1743,2012,78,75,81,76.2,TT898719558
1744,2012,82,63,67,68.9,WN203488780
1745,2012,71,58,82,63.1,IN921560457
1746,2012,96,100,64,97.0,UF949919389
1748,2012,89,99,97,95.9,HD142942615
1749,2012,62,85,64,77.05,XJ486500055
1750,2012,83,88,60,85.1,UI033753001
1752,2012,96,90,67,90.65,BM180942244
1753,2012,93,90,85,90.65,OI033198483
1754,2012,75,89,73,84.0,GE647061933
1755,2012,82,78,57,78.15,UV694146753
1756,2012,83,69,70,73.25,YD481008884
1758,2012,62,55,68,57.75,IR715889793
1759,2012,78,85,72,82.25,CA761414320
1760,2012,74,83,77,80.0,WT965542707
1761,2012,63,86,65,78.05,QR884934296
1762,2012,91,81,74,83.65,IX660206158
1763,2012,51,54,83,54.55,DK483749983
1764,2012,94,72,99,79.95,IO177464147
1765,2012,83,100,95,94.65,PP179937692
1766,2012,71,65,69,67.0,VU338348195
1767,2012,81,65,80,70.55,BS371280029
1768,2012,68,56,79,60.75,JX186176926
1770,2012,78,100,52,91.0,SY952215518
1772,2012,78,62,95,68.45,AQ637913721
1773,2012,61,77,64,71.55,DU523960819
1774,2012,51,52,69,52.55,UK348374434
1775,2012,95,64,76,73.9,RS968394241
1776,2012,64,76,74,72.3,EO162244995
1777,2012,95,88,68,89.1,VY775796640
1778,2012,100,88,81,91.25,AF603983648
1779,2012,52,99,55,82.7,VD730410464
1780,2012,53,98,56,82.4,DP096690669
1781,2012,84,93,97,90.5,BV343476537
1782,2012,53,85,55,73.9,DS803090247
1783,2012,51,71,91,66.0,QO850390117
1784,2012,60,88,92,79.8,WK925014688
1785,2012,63,63,54,62.55,SK079719848
1786,2012,91,75,93,80.7,IR715889793
1787,2012,98,65,51,74.2,XU697272881
1788,2012,77,53,75,61.3,RP540943726
1789,2012,66,94,51,83.45,RA480836772
1790,2012,97,85,83,88.5,RS109664235
1791,2012,58,77,97,72.3,UU778016700
1792,2012,54,93,60,79.65,UJ326864106
1793,2012,91,86,73,86.85,PB365103100
1794,2012,55,92,75,80.05,BE879208627
1795,2012,84,97,61,91.3,II429357035
1796,2012,87,82,97,84.25,RW578233505
1797,2012,79,68,55,70.65,KQ543012128
1798,2012,59,73,79,69.1,OY219412186
1799,2012,72,72,94,73.1,RE803553466
1800,2012,74,83,57,79.0,NE549957382
1801,2012,54,100,58,84.1,RC250272702
1802,2012,76,80,79,78.75,AQ815987041
1803,2012,58,68,54,64.3,PK055009936
1804,2012,64,98,73,86.55,RV815158130
1805,2012,84,72,85,76.25,ZZ964971223
1806,2012,82,74,78,76.6,KP810078944
1808,2012,55,74,75,68.35,KG800862248
1809,2012,72,93,92,86.65,VQ125303970
1810,2012,54,52,63,53.15,MJ040799641
1812,2012,99,51,100,67.85,OE492612167
1813,2012,91,58,71,68.55,IZ095734028
1814,2012,87,52,100,64.9,BE300287177
1815,2012,61,51,70,54.95,KW409148086
1816,2012,91,62,90,72.1,MM279248612
1818,2012,50,62,80,59.3,XI482350059
1820,2012,99,76,73,82.75,WM377988397
1821,2012,88,87,69,86.4,JL493980395
1822,2012,77,63,84,68.25,TR279228716
1823,2012,96,80,91,85.35,OL178222585
1824,2012,94,67,93,76.4,AR010728236
1825,2012,80,70,74,73.2,AQ637913721
1826,2012,53,56,58,55.2,FJ971916971
1827,2012,56,69,87,66.0,VQ125303970
1828,2012,52,94,53,79.35,MM279248612
1830,2012,74,51,72,58.95,MX293459017
1832,2012,52,64,59,60.15,MK333462091
1833,2012,89,97,53,92.4,KP811996709
1834,2012,53,90,62,77.5,JW699883304
1835,2012,69,73,74,71.85,TW490613894
1836,2012,97,100,80,98.1,VP731534485
1837,2012,64,92,90,83.5,LI723098080
1838,2012,57,71,54,65.95,NN749063528
1839,2012,87,55,92,66.45,VS472234792
1840,2012,58,97,81,84.5,TW703576586
1841,2012,86,87,61,85.4,ZT343555822
1842,2012,76,55,91,63.1,RC250272702
1843,2012,64,51,63,55.5,XA538761461
1844,2012,99,65,94,76.65,WP075287383
1845,2012,91,97,89,94.8,ML482122333
1846,2012,83,68,94,73.8,UI033753001
1847,2012,61,86,98,79.1,LV309029506
1848,2012,84,88,98,87.3,OB711985671
1849,2012,68,67,77,67.8,IE008238831
1850,2012,90,88,79,88.15,VH982916323
1851,2012,65,52,63,56.45,GU880438853
1852,2012,57,60,64,59.3,EF390527429
1854,2012,70,88,53,80.85,UG531143689
1855,2012,70,70,73,70.15,NF347172698
1856,2012,53,71,63,65.2,KS148639641
1857,2012,78,82,86,81.0,IY997654719
1858,2012,68,52,56,57.0,SM102616321
1859,2012,79,73,70,74.65,QU077227374
1860,2012,74,57,80,63.25,IB049107339
1862,2012,81,87,88,85.25,ZV956024792
1863,2012,99,68,58,76.8,WK278552127
1864,2012,76,72,57,72.45,XF089451930
1865,2012,54,78,73,70.55,LF122244466
1866,2012,83,86,69,84.25,UR258802349
1868,2012,59,88,74,78.6,CT311799833
1869,2012,98,80,81,85.45,AV729765968
1870,2012,58,67,66,64.25,XU756092963
1871,2012,64,79,83,74.7,SE345606994
1872,2012,60,95,75,83.5,WJ940316926
1873,2012,88,93,83,91.0,PZ067193522
1874,2012,87,85,85,85.6,GX941735825
1875,2012,67,90,86,82.9,KQ286457076
1876,2012,54,66,94,63.8,AZ083637646
1878,2012,54,94,89,81.75,AT723658659
1879,2012,92,53,74,65.75,ET040909113
1880,2012,92,97,63,93.8,DM644742427
1881,2012,90,99,86,95.65,YK234152068
1882,2012,67,88,95,82.05,JB387199552
1883,2012,68,78,98,76.0,AG472105786
1884,2012,73,82,50,77.7,CG874274786
1885,2012,100,60,69,72.45,QJ647418033
1886,2012,76,61,52,65.05,LQ252365771
1887,2012,97,61,94,73.45,OP194542793
1888,2012,53,76,77,69.15,QT074430550
1890,2012,56,72,95,68.35,HY261910578
1891,2012,85,93,91,90.5,QR033359964
1892,2012,87,81,95,83.5,IY385685758
1893,2012,62,53,75,56.8,AG472105786
1894,2012,93,55,86,67.95,MD488600781
1895,2012,67,51,51,55.8,AV861318939
1896,2012,81,86,67,83.55,EV458252302
1897,2012,86,59,85,68.4,JR838257582
1898,2012,50,54,71,53.65,OT380932265
1899,2012,95,83,95,87.2,HI980743537
1900,2012,70,91,50,82.65,CT328925411
1902,2012,75,78,94,77.9,OY219412186
1903,2012,72,62,70,65.4,XL242659470
1904,2012,74,83,85,80.4,AS964355207
1905,2012,56,85,66,75.35,CD285619461
1906,2012,69,92,53,83.15,AW113925521
1907,2012,58,61,92,61.65,QD285684046
1908,2012,95,61,52,70.75,SE345606994
1909,2012,80,56,57,63.25,DJ949058377
1910,2012,69,95,61,85.5,QB343501663
1911,2012,89,85,96,86.75,JF911552397
1912,2012,85,85,60,83.75,JT759728190
1913,2012,85,85,59,83.7,TK306030423
1914,2012,97,61,57,71.6,JC310821094
1915,2012,71,96,50,86.2,CM139988940
1916,2012,56,97,96,84.65,GN287875798
1917,2012,74,85,74,81.15,QY997289720
1918,2012,57,92,95,81.65,CL926570427
1920,2012,65,81,51,74.7,CF672642851
1921,2012,88,88,85,87.85,DD205879120
1922,2012,55,70,73,65.65,SE968956075
1923,2012,74,76,90,76.1,BL332018321
1924,2012,77,56,59,62.45,BL213504113
1925,2012,51,54,55,53.15,GH330614221
1926,2012,89,77,96,81.55,PZ754712214
1927,2012,88,96,95,93.55,US444430188
1928,2012,85,92,56,88.1,FR637273269
1929,2012,53,64,99,62.45,IF640354302
1930,2012,66,51,71,56.5,PO865102924
1931,2012,91,85,83,86.7,CD954586050
1932,2012,88,76,98,80.7,MZ001638586
1934,2012,79,78,99,79.35,ET705102695
1935,2012,64,73,88,71.05,XP762878634
1936,2012,67,58,84,62.0,NK224303392
1937,2012,90,68,83,75.35,QP031407249
1938,2012,92,90,66,89.4,NB172616831
1939,2012,71,54,98,61.3,AQ570164877
1940,2012,93,65,99,75.1,ZB536026983
1941,2012,70,73,75,72.2,WK925014688
1942,2012,68,57,81,61.5,NF347172698
1943,2012,94,64,67,73.15,OI033198483
1944,2012,68,88,59,80.55,BL633743759
1945,2012,61,96,54,83.4,JQ508458592
1946,2012,96,73,52,78.85,OF251978973
1947,2012,81,81,88,81.35,SF331717705
1948,2012,59,74,73,69.45,QR664126108
1949,2012,63,94,87,84.35,DL262168436
1950,2012,64,59,68,60.95,EP715459270
1951,2012,71,91,95,85.2,WK398624280
1952,2012,66,58,67,60.85,GP387867777
1953,2012,65,70,87,69.35,GO794411576
1954,2012,60,57,65,58.3,QN388846506
1955,2012,86,98,97,94.35,TX937554979
1956,2012,89,74,55,77.55,AQ637913721
1958,2012,80,68,100,73.2,QG225210251
1959,2012,52,97,97,83.5,AH658184953
1960,2012,71,96,84,87.9,CX829226911
1961,2012,73,85,66,80.45,FW957358309
1962,2012,87,70,83,75.75,AR319755736
1963,2012,59,98,76,85.2,BV698571831
1964,2012,100,90,51,91.05,RF560707360
1965,2012,99,83,80,87.65,GS483329048
1966,2012,83,100,99,94.85,IY414146555
1967,2012,83,51,64,61.25,IU187194265
1968,2012,54,60,80,59.2,VS197896806
1969,2012,65,69,54,67.05,DJ949058377
1970,2012,100,76,84,83.6,AV729765968
1971,2012,91,94,72,92.0,XT099690836
1972,2012,100,87,97,91.4,VV840073921
1973,2012,84,50,98,62.6,AU141995250
1974,2012,66,86,98,80.6,CZ196724613
1975,2012,55,87,70,76.55,IM952041756
1976,2012,74,94,58,86.2,ZP441886147
1977,2012,62,56,99,59.95,WC057087616
1978,2012,63,88,93,80.75,UC788528039
1979,2012,62,74,68,70.1,KR194469767
1980,2012,51,50,51,50.35,MG892034887
1981,2012,97,65,91,75.9,JK106031707
1982,2012,97,93,69,93.0,VG558346908
1983,2012,80,99,65,91.6,FJ971916971
1984,2012,99,55,98,70.35,KM171110918
1985,2012,77,99,88,91.85,SW957237269
1986,2012,74,81,53,77.5,CA761414320
1987,2012,65,65,61,64.8,XR612469483
1988,2012,100,72,100,81.8,TM916841303
1989,2012,50,87,82,75.65,WL866928948
1990,2012,100,95,66,95.05,NU218198661
1991,2012,66,54,88,59.3,UV136417491
1992,2012,86,81,54,81.15,HQ356226735
1994,2012,95,69,92,77.95,NV304385991
1995,2012,79,79,89,79.5,KQ452529901
1996,2012,69,96,87,87.45,PZ067193522
1998,2012,69,98,71,87.95,DK483749983
1999,2012,95,92,56,91.1,PK024876779
2000,2012,50,89,51,75.4,SJ364340642
2001,2012,54,64,51,60.35,TC146434140
2002,2012,54,66,70,62.6,TT831687289
2003,2012,96,76,53,80.85,LC338816598
2004,2012,82,66,57,70.35,ZB536026983
2005,2012,89,58,80,68.4,JT040424310
2006,2012,59,91,82,80.95,OV659121987
2007,2012,100,90,57,91.35,FK602153187
2008,2012,59,53,72,55.75,DL262168436
2009,2012,53,59,96,59.05,YB013725903
2010,2012,65,89,77,81.2,BS371280029
2011,2012,60,90,72,80.1,XQ725816354
2012,2012,96,53,55,66.0,UQ721195489
2013,2012,51,82,53,71.25,NN749063528
2014,2012,99,88,60,89.9,OH801184838
2015,2012,98,62,82,73.8,CC042330872
2016,2012,59,83,51,74.2,EW493197192
2018,2012,65,64,77,64.95,NT266406571
2019,2012,62,51,70,55.25,DC352838079
2020,2012,65,54,91,59.15,VG558346908
2021,2012,75,78,75,76.95,PK207592140
2022,2012,60,52,72,55.4,HQ258491732
2023,2012,88,68,84,74.8,FS711441397
2024,2012,94,97,71,94.8,RC250272702
2025,2012,71,57,97,63.2,UP140499931
2026,2012,98,73,100,81.85,AJ962182765
2027,2012,94,76,92,82.2,TU947414157
2028,2012,91,60,70,69.8,LH569321155
2029,2012,74,51,85,59.6,YJ848843744
2030,2012,70,97,55,86.8,NV954313862
2031,2012,62,68,82,66.9,YZ514759354
2032,2012,69,63,71,65.2,SF307148341
2033,2012,91,53,94,66.45,UV563321723
2034,2012,60,95,76,83.55,DS394035334
2035,2012,56,96,65,82.45,QO722836565
2036,2012,90,50,59,62.45,FH662889651
2037,2012,68,72,55,69.95,AA986951888
2038,2012,94,90,69,90.15,NJ629241229
2039,2012,55,82,90,74.3,FH411152494
2040,2012,97,61,69,72.2,LD017703001
2042,2012,70,98,98,89.6,YG750309812
2043,2012,75,81,95,79.9,ZJ301668771
2044,2012,87,89,91,88.5,NS842780982
2045,2012,62,57,92,60.25,MS469862989
2046,2012,77,66,77,69.85,XD859485849
2047,2012,60,55,97,58.6,EP854884409
2048,2012,88,63,78,71.25,FH422683450
2049,2012,94,55,71,67.5,KT662531490
2050,2012,59,80,62,72.8,SP476168381
2052,2012,99,83,50,86.15,GH689395269
2053,2012,99,67,74,76.95,DP692923232
2054,2012,52,65,79,61.8,AT311276512
2055,2012,78,74,64,74.7,KP811996709
2056,2012,93,71,57,76.9,ZC279716739
2058,2012,72,82,58,77.8,FS403216404
2060,2012,70,56,55,60.15,UJ226108850
2061,2012,90,89,89,89.3,LA180808958
2062,2012,89,56,96,67.9,YU421014811
2063,2012,51,57,76,56.15,HU499193676
2064,2012,70,66,92,68.5,XH857178724
2065,2012,62,100,83,87.75,VW158193386
2066,2012,96,90,73,90.95,WD943106524
2067,2012,65,55,83,59.4,CZ045320387
2068,2012,69,61,65,63.6,UQ654727641
2069,2012,68,55,64,59.35,AZ645973732
2070,2012,64,63,56,62.95,AE829643884
2071,2012,68,65,95,67.4,GH161844580
2072,2012,77,88,55,83.05,LM633529649
2073,2012,91,76,57,79.55,DS394035334
2074,2012,69,57,71,61.3,HR415914726
2075,2012,87,76,79,79.45,BX690066097
2076,2012,95,68,90,77.2,CT096245323
2077,2012,97,98,66,96.1,VG245205099
2078,2012,87,73,54,76.25,KM820892616
2079,2012,98,85,66,87.95,MA499463051
2080,2012,72,74,78,73.6,DY734777495
2081,2012,67,85,74,79.05,HF037789610
2082,2012,63,82,75,75.95,GO794411576
2083,2012,84,63,57,69.0,ZS057130637
2084,2012,58,95,53,81.8,XD859485849
2085,2012,96,96,51,93.75,VE788146525
2086,2012,78,77,90,77.95,GF338258877
2088,2012,75,93,69,86.4,XF041199451
2089,2012,56,76,69,69.65,NN891788937
2090,2012,89,89,59,87.5,NV954313862
2091,2012,70,64,74,66.3,XI482350059
2092,2012,61,80,95,75.05,GB423316652
2094,2012,75,53,57,59.8,NK952920806
2095,2012,62,99,55,85.7,PY109472686
2096,2012,51,85,71,74.1,UE275807587
2097,2012,78,76,93,77.45,EI369182542
2098,2012,88,63,68,70.75,HZ535388034
2099,2012,68,99,85,89.0,UJ326864106
2100,2012,92,89,63,88.6,NB844487071
2101,2012,89,50,50,61.7,MO161918801
2102,2012,69,69,61,68.6,LW272961891
2103,2012,68,58,57,60.95,HW040248840
2104,2012,92,63,74,72.25,DB018710877
2105,2012,54,97,51,81.8,HB001772018
2106,2012,91,65,85,73.8,PA240846954
2107,2012,92,100,63,95.75,UG531143689
2108,2012,59,75,67,69.8,ML237797880
2109,2012,64,69,71,67.6,NY811618924
2110,2012,80,89,81,85.9,AC386490994
2112,2012,97,70,73,78.25,PS269904648
2113,2012,51,63,95,61.0,WU166039168
2114,2012,54,73,82,67.75,AC386490994
2115,2012,77,65,94,70.05,JI081627587
2116,2012,82,75,63,76.5,CT328925411
2117,2012,94,68,71,75.95,OL451000353
2118,2012,88,93,57,89.7,FF273658605
2120,2012,80,76,66,76.7,NS459986996
2121,2012,83,62,87,69.55,ZH975052582
2122,2012,56,92,89,81.05,SA405448935
2124,2012,89,82,94,84.7,AY199427245
2125,2012,65,83,59,76.4,RN954729522
2126,2012,73,60,85,65.15,YB716148034
2127,2012,60,90,68,79.9,EF115589290
2128,2012,84,71,55,74.1,SB639280249
2130,2012,77,62,90,67.9,HB105759916
2131,2012,83,62,85,69.45,PI856212302
2132,2012,100,68,85,78.45,UK348374434
2133,2012,91,83,92,85.85,BO522268838
2134,2012,65,81,62,75.25,TJ043974286
2135,2012,80,55,76,63.55,UJ226108850
2136,2012,53,82,99,74.15,SQ012166119
2138,2012,84,73,70,76.15,YF958787345
2139,2012,54,90,64,77.9,NC193399366
2140,2012,77,98,67,90.15,TK175577366
2141,2012,55,92,60,79.3,GP815818908
2142,2012,80,58,74,65.4,UR258802349
2144,2012,91,90,59,88.75,AQ570164877
2145,2012,65,76,78,72.8,OE492612167
2146,2012,74,95,95,88.7,EJ169187110
2148,2012,80,88,56,84.0,YM919046270
2150,2012,68,60,74,63.1,IX815562491
2151,2012,64,64,62,63.9,OJ030074756
2152,2012,91,59,81,69.7,BL332018321
2153,2012,55,87,75,76.8,PZ264303738
2154,2012,73,94,100,88.0,GF349002180
2155,2012,93,95,53,92.3,OR192452473
2156,2012,98,86,51,87.85,ML237797880
2157,2012,66,81,60,75.45,CW627406618
2158,2012,62,74,59,69.65,NX805010855
2159,2012,91,84,64,85.1,IO177464147
2160,2012,68,87,74,80.65,GO794411576
2162,2012,84,69,73,73.7,CN943224673
2163,2012,84,100,95,94.95,LY710090675
2164,2012,52,62,74,59.6,US910791264
2165,2012,59,91,93,81.5,RI842395909
2166,2012,96,59,58,70.05,ZS057130637
2167,2012,52,53,70,53.55,HZ380185659
2168,2012,73,62,55,64.95,KP359313156
2169,2012,83,89,81,86.8,WZ963299806
2170,2012,80,72,72,74.4,IH594678568
2171,2012,66,81,73,76.1,BZ540799232
2172,2012,60,69,65,66.1,XD859485849
2173,2012,74,82,94,80.2,WB347661732
2174,2012,70,85,62,79.35,IL823439521
2175,2012,84,72,97,76.85,OT380932265
2176,2012,76,75,90,76.05,MS808188941
2177,2012,57,51,81,54.3,EG226121535
2178,2012,91,86,61,86.25,JE062718345
2179,2012,77,78,57,76.65,BO971026201
2180,2012,100,88,68,90.6,RF587290249
2181,2012,68,88,82,81.7,II429357035
2182,2012,73,84,75,80.25,SU667459243
2183,2012,74,88,91,83.95,AJ634382307
2184,2012,92,52,94,66.1,PK055009936
2185,2012,95,67,87,76.4,ZF023387438
2186,2012,93,63,100,73.85,YE448055111
2187,2012,55,77,87,70.9,TN208555991
2188,2012,52,87,69,75.6,YW516432831
2190,2012,89,81,81,83.4,ML482122333
2191,2012,83,65,94,71.85,PS269904648
2192,2012,94,78,100,83.9,AQ566884056
2193,2012,65,90,53,80.65,IR715889793
2194,2012,75,56,57,61.75,KE408568424
2195,2012,90,83,87,85.3,AP774102602
2196,2012,63,81,66,74.85,MH866284217
2197,2012,57,65,73,63.0,OM776790527
2198,2012,95,70,67,77.35,ZD209826403
2199,2012,65,86,88,79.8,LA180808958
2200,2012,91,60,75,70.05,OK522245536
2201,2012,53,82,64,72.4,KC873912584
2202,2012,80,98,72,91.3,XI482350059
2203,2012,82,53,98,63.95,JJ194609804
