s_id,year,on time,quality,after-sales service,final score,e_id
1145,2011,92,51,62,63.85,YO335357986
1146,2011,66,62,57,62.95,AB452380783
1147,2011,82,84,98,84.1,GH811786284
1148,2011,64,96,61,84.65,PF537518979
1149,2011,66,89,89,82.1,US095792161
1150,2011,89,99,97,95.9,ME917758722
1152,2011,59,66,68,64.0,RN087211726
1153,2011,53,64,87,61.85,YO774270406
1154,2011,58,64,82,63.1,BT619334249
1155,2011,77,52,88,61.3,QZ907685444
1156,2011,60,96,79,84.35,LX003345239
1157,2011,63,93,76,83.15,SO793690519
1158,2011,99,87,88,90.65,NA272259631
1160,2011,84,66,94,72.8,IC465645426
1161,2011,57,81,59,72.7,YJ456172440
1162,2011,97,54,100,69.2,NO439767388
1163,2011,99,58,71,70.95,KJ014754622
1164,2011,54,50,90,53.2,VZ041215173
1165,2011,76,79,50,76.65,RS274501878
1166,2011,97,67,61,75.7,TH159007139
1167,2011,65,51,70,56.15,MD556552720
1168,2011,90,100,59,94.95,DZ316591599
1169,2011,70,58,66,62.0,CC071223256
1170,2011,61,81,83,75.1,OB898054770
1171,2011,95,86,51,86.95,IW731148848
1172,2011,67,87,69,80.1,WD117560060
1173,2011,63,84,78,77.4,RJ999884647
1174,2011,81,95,92,90.65,RO529114393
1175,2011,71,97,95,89.1,VX591555968
1176,2011,55,58,78,58.1,JK645525560
1178,2011,73,54,60,60.0,YU167426618
1179,2011,55,80,79,72.45,PC553015872
1180,2011,89,73,51,76.7,HX140797412
1181,2011,94,98,67,95.25,CE861617076
1182,2011,83,73,59,75.3,KR448122316
1183,2011,62,76,59,70.95,HX280300084
1184,2011,91,60,95,71.05,RE914006651
1185,2011,60,95,71,83.3,PT775657719
1186,2011,78,52,67,60.55,SF558237924
1187,2011,54,60,86,59.5,VS895986237
1188,2011,85,78,86,80.5,FE498341298
1190,2011,88,70,80,75.9,XI649010873
1191,2011,69,70,93,70.85,WD643589213
1192,2011,53,59,61,57.3,VD780204224
1193,2011,96,91,82,92.05,MI683587527
1194,2011,73,86,91,82.35,ZS246691592
1195,2011,63,51,94,56.75,SK652816498
1196,2011,84,65,65,70.7,DU639132504
1197,2011,54,54,89,55.75,JB751444512
1198,2011,92,61,82,71.35,RX743310501
1199,2011,84,66,97,72.95,NC782232720
1200,2011,85,87,58,84.95,VV180876317
1202,2011,63,91,57,80.9,CW716745749
1203,2011,70,86,57,79.75,EQ809117650
1204,2011,99,67,90,77.75,HQ158189911
1205,2011,57,53,83,55.7,KM364552205
1206,2011,77,57,71,63.7,GT291419710
1208,2011,90,69,73,75.5,OV566088716
1209,2011,77,84,92,82.3,GB715437608
1210,2011,95,77,96,83.35,KS234186331
1211,2011,50,50,81,51.55,GW679025411
1212,2011,67,61,96,64.55,GG611716547
1213,2011,68,84,50,77.5,PH014294878
1214,2011,53,56,78,56.2,SU635906839
1215,2011,70,95,86,87.05,OS438689776
1216,2011,71,97,100,89.35,NZ420228282
1217,2011,87,91,61,88.3,JP911001911
1218,2011,88,59,73,68.4,YG786762317
1219,2011,68,51,61,56.6,OA773666312
1220,2011,82,73,96,76.85,EN439599166
1221,2011,79,63,58,67.55,KW709751006
1222,2011,98,85,87,89.0,LX154788566
1224,2011,66,78,100,75.5,AA114970152
1225,2011,89,58,80,68.4,FB930967995
1226,2011,89,55,92,67.05,DZ028351132
1227,2011,59,68,52,64.5,EZ699294000
1228,2011,59,58,75,59.15,ZU804569935
1229,2011,77,59,56,64.25,KJ170137293
1230,2011,99,97,98,97.65,OL079440810
1231,2011,54,67,72,63.35,GH133110805
1232,2011,57,93,74,81.25,QR220116322
1233,2011,92,92,93,92.05,IC450342269
1234,2011,87,92,71,89.45,QI056353788
1235,2011,59,84,97,77.15,KE295251089
1236,2011,67,71,70,69.75,WC194085033
1238,2011,55,60,64,58.7,IM007715428
1239,2011,57,94,52,80.8,VM771603615
1240,2011,58,98,93,85.75,NM247704343
1241,2011,91,92,83,91.25,XW008517536
1242,2011,64,76,66,71.9,RR513894304
1243,2011,77,87,97,84.5,DK194244138
1244,2011,83,66,59,70.75,IC465645426
1245,2011,53,69,68,64.15,IZ018089895
1246,2011,75,80,80,78.5,FH321110470
1247,2011,82,92,53,87.05,ID523803518
1248,2011,54,99,66,83.85,ZJ045422708
1249,2011,84,63,89,70.6,IK160494033
1250,2011,65,64,73,64.75,OF038173775
1251,2011,56,94,54,80.6,MK353144916
1252,2011,92,79,94,83.65,OX895552385
1253,2011,70,75,97,74.6,ID523803518
1254,2011,89,99,80,95.05,QM348431205
1255,2011,76,66,94,70.4,HD163966995
1256,2011,71,54,60,59.4,IU727934318
1257,2011,87,81,83,82.9,AQ063257471
1258,2011,92,91,76,90.55,JF560206755
1259,2011,75,63,96,68.25,AY440481762
1260,2011,69,51,84,58.05,TX418289743
1262,2011,92,56,71,67.55,DK379032797
1263,2011,74,86,93,82.75,DA920989456
1264,2011,69,87,80,81.25,UC877318295
1265,2011,66,62,54,62.8,FN203938245
1266,2011,92,67,88,75.55,XA356829591
1267,2011,83,71,77,74.9,CT186805028
1268,2011,70,68,70,68.7,PC553015872
1269,2011,53,92,81,79.75,QY943644854
1270,2011,52,69,56,63.25,VT862945401
1272,2011,96,50,87,65.65,PQ586291760
1273,2011,91,79,62,81.75,OH048794482
1274,2011,81,62,86,68.9,UZ859916814
1275,2011,77,67,52,69.25,VL924158601
1276,2011,58,83,89,75.8,FW446371178
1277,2011,74,56,89,63.05,TA826483239
1278,2011,62,57,73,59.3,OB957795362
1279,2011,56,63,72,61.35,QE449549736
1280,2011,87,81,97,83.6,OL079440810
1281,2011,78,100,90,92.9,TN210285008
1282,2011,72,94,62,85.8,EK659983648
1284,2011,90,58,64,67.9,IU727934318
1285,2011,52,91,53,77.4,QH035075532
1286,2011,99,66,98,77.5,YR892773363
1287,2011,89,74,66,78.1,LT747242515
1288,2011,73,94,100,88.0,NR048438136
1289,2011,55,88,51,76.25,HM645364416
1290,2011,81,59,81,66.7,BR751744191
1292,2011,75,97,65,88.8,VG211971246
1293,2011,76,83,79,80.7,BL164567666
1294,2011,92,94,60,91.7,EL477073046
1295,2011,81,56,97,65.55,CX640593197
1296,2011,58,83,78,75.25,ZR515264147
1297,2011,91,100,96,97.1,YY885886740
1298,2011,65,64,95,65.85,YJ063325509
1299,2011,70,75,100,74.75,VO084791181
1300,2011,68,56,52,59.4,NC201079814
1301,2011,65,93,95,84.7,OS175477538
1302,2011,100,54,63,68.25,BV208322352
1303,2011,95,78,64,82.4,EN480804953
1304,2011,87,65,97,73.2,HZ314156965
1305,2011,88,85,69,85.1,KW709751006
1306,2011,78,91,75,86.3,CP387717583
1307,2011,81,93,75,88.5,OE532589204
1308,2011,61,59,83,60.8,IV063546003
1309,2011,76,86,90,83.2,VS895986237
1310,2011,50,59,99,58.3,LJ894098638
1311,2011,99,98,96,98.2,WN716942125
1312,2011,95,92,62,91.4,SV291499745
1314,2011,51,76,99,69.65,IK481870565
1315,2011,71,92,76,84.9,OQ894809832
1316,2011,74,59,90,65.05,IR697084012
1317,2011,72,63,77,66.4,SK344324753
1318,2011,69,72,54,70.2,YP733157125
1320,2011,54,96,51,81.15,GZ454624178
1322,2011,88,99,52,93.35,RH445134302
1323,2011,52,83,87,73.9,PW738609778
1324,2011,74,69,97,71.9,UI344494135
1325,2011,85,89,91,87.9,GB900759847
1326,2011,85,64,78,71.0,NJ247551830
1327,2011,50,54,76,53.9,SS492551346
1328,2011,77,91,69,85.7,WL075063508
1329,2011,63,75,76,71.45,VE834956325
1330,2011,88,76,84,80.0,HQ981409524
1332,2011,67,60,72,62.7,NR048438136
1333,2011,99,79,62,84.15,QI847486010
1334,2011,87,88,99,88.25,BR751744191
1335,2011,55,64,80,62.1,CG215936411
1336,2011,81,69,68,72.55,IU088369683
1337,2011,96,79,85,84.4,TB069694655
1338,2011,64,92,76,82.8,JO352488616
1339,2011,79,66,82,70.7,BS535608399
1340,2011,76,89,86,84.95,TE043749415
1341,2011,59,65,57,62.8,TU410919841
1342,2011,59,76,75,70.85,WL062647726
1343,2011,65,63,95,65.2,UJ091471371
1344,2011,76,52,94,61.3,OI857511500
1345,2011,56,68,90,65.5,CS679785491
1346,2011,53,58,93,58.25,PE366876634
1347,2011,54,78,97,71.75,AD954314396
1348,2011,77,57,93,64.8,ZG614571906
1349,2011,55,55,77,56.1,QO355972221
1350,2011,56,58,98,59.4,FE259639688
1351,2011,52,84,57,73.05,WT285076197
1352,2011,66,88,76,80.8,DQ880660631
1353,2011,65,78,81,74.25,OB275488458
1354,2011,58,68,67,64.95,BR816409212
1355,2011,82,83,55,81.3,XK585233585
1356,2011,94,98,95,96.65,UT307629789
1357,2011,71,57,97,63.2,WO358142275
1358,2011,96,88,83,90.15,TD792632602
1359,2011,51,89,89,77.6,MP558243822
1360,2011,59,82,52,73.6,CE399116385
1361,2011,70,59,98,64.25,KM389399878
1362,2011,89,65,54,71.65,GH811786284
1363,2011,63,71,69,68.5,LV768627765
1364,2011,95,100,50,96.0,UM050798558
1365,2011,62,66,82,65.6,AC975857453
1366,2011,100,52,56,66.6,KW705983025
1367,2011,64,80,61,74.25,WP224216349
1368,2011,69,94,56,84.6,UN426519102
1369,2011,58,62,50,60.2,OH406117343
1370,2011,78,56,63,62.95,YJ456172440
1371,2011,78,76,91,77.35,EY256577159
1372,2011,99,50,59,65.15,ZF513632851
1373,2011,62,98,90,86.8,GF420349535
1374,2011,79,88,63,84.05,IE893569806
1375,2011,51,95,76,80.85,CL165215090
1376,2011,95,61,86,72.45,EC769862316
1377,2011,86,67,64,72.55,VI080707130
1378,2011,56,58,93,59.15,AP196991958
1379,2011,74,87,54,81.45,TO446097776
1380,2011,66,95,62,84.65,IN534276059
1381,2011,93,99,96,97.05,JY888847985
1382,2011,92,100,63,95.75,JR975139920
1383,2011,83,85,94,84.85,MN005219252
1384,2011,74,96,52,87.2,EZ325622964
1385,2011,91,59,75,69.4,FT468660641
1386,2011,93,59,99,71.2,ZX386169615
1387,2011,69,60,74,63.4,FV277554540
1388,2011,50,56,54,54.1,VZ041215173
1389,2011,69,67,61,67.3,RK400279783
1390,2011,83,90,83,87.55,KW975539641
1392,2011,95,61,89,72.6,AM270949335
1393,2011,96,70,76,78.1,XW008517536
1394,2011,93,89,50,88.25,MW649154914
1395,2011,95,90,89,91.45,CR552271802
1396,2011,57,95,96,83.65,YJ657795913
1398,2011,57,81,97,74.6,TX438487736
1400,2011,70,57,81,62.1,EN104812389
1401,2011,99,55,84,69.65,XL067467819
1402,2011,74,94,96,88.1,LL382748919
1404,2011,84,50,81,61.75,VX003751833
1405,2011,96,92,91,93.15,FO831044595
1406,2011,75,71,59,71.6,BT176502357
1407,2011,65,56,90,60.4,AU151116782
1408,2011,92,58,94,70.0,JQ003186377
1409,2011,79,90,77,86.05,SR561472595
1410,2011,73,76,91,75.85,NZ420228282
1412,2011,74,97,52,87.85,QY943644854
1413,2011,95,85,70,87.25,YK803695900
1414,2011,71,73,69,72.2,RE914006651
1415,2011,80,64,63,68.75,UR727590046
1416,2011,67,91,63,82.4,FW446371178
1417,2011,54,83,58,73.05,VT862945401
1418,2011,84,76,62,77.7,ZB064459944
1419,2011,100,57,57,69.9,UR727590046
1420,2011,52,82,56,71.7,FV277554540
1421,2011,64,83,57,76.0,CR925333591
1422,2011,63,87,85,79.7,QM556468415
1423,2011,62,60,71,61.15,SU942722281
1424,2011,92,99,90,96.45,HR903393337
1425,2011,73,66,71,68.35,MS327356846
1426,2011,59,97,53,83.4,XA939723394
1428,2011,63,52,51,55.25,ZM000637340
1429,2011,82,63,88,69.95,IG801876837
1430,2011,51,54,61,53.45,CV315460476
1431,2011,98,88,84,90.8,YB447885506
1432,2011,73,67,86,69.75,TA684366870
1433,2011,71,54,60,59.4,OE858267073
1434,2011,63,98,70,86.1,GJ683426014
1435,2011,74,73,51,72.2,IZ286247899
1436,2011,73,92,74,85.4,BK497390565
1437,2011,86,69,51,73.2,LO755687944
1438,2011,88,56,79,66.75,LS889285029
1439,2011,98,50,68,65.3,IE893569806
1440,2011,69,68,82,69.0,DH412238148
1442,2011,55,77,97,71.4,CC089643206
1443,2011,52,83,93,74.2,HS582645422
1444,2011,98,99,84,97.95,SD184922104
1445,2011,88,92,75,89.95,FE498341298
1446,2011,70,98,89,89.15,EB624058913
1447,2011,69,58,51,60.95,DP022057055
1448,2011,81,61,57,66.8,MS309062966
1449,2011,56,98,84,84.7,QG504235114
1450,2011,98,52,83,67.35,NZ954304844
1452,2011,90,55,58,65.65,QF097437109
1453,2011,62,98,87,86.65,NH246303592
1454,2011,74,84,97,81.65,YP733157125
1455,2011,51,96,94,82.4,CT443425070
1456,2011,57,74,80,69.2,DO910488083
1458,2011,69,62,63,64.15,XR129677515
1459,2011,88,94,86,91.8,IX489399616
1460,2011,88,93,84,91.05,KN860168310
1461,2011,74,66,64,68.3,YJ456172440
1462,2011,55,97,90,84.05,DL125380555
1463,2011,62,57,56,58.45,HE368621167
1464,2011,61,64,60,62.9,VC322762796
1465,2011,65,85,99,79.7,ZW252523090
1466,2011,51,59,90,58.15,XI649010873
1467,2011,61,67,95,66.6,XW071327118
1468,2011,65,80,73,75.15,YJ456172440
1469,2011,82,55,83,64.5,ZT713294667
1470,2011,77,90,65,84.85,KK792821719
1471,2011,84,53,97,64.5,XM205656824
1472,2011,61,61,89,62.4,VS895986237
1473,2011,85,100,82,94.6,KV113179063
1474,2011,79,83,60,80.65,XE978595183
1475,2011,55,59,62,57.95,VG539361823
1476,2011,75,88,75,83.45,GB268655617
1477,2011,68,56,58,59.7,IT482328473
1478,2011,69,87,52,79.85,ZT854910220
1479,2011,80,82,58,80.2,SE816466921
1480,2011,59,60,59,59.65,OU876802778
1482,2011,59,74,80,69.8,IH462545197
1483,2011,90,76,66,79.7,QV327071262
1484,2011,75,100,85,91.75,CG642182409
1485,2011,54,53,91,55.2,XA356829591
1486,2011,100,91,56,91.95,MC858985576
1488,2011,83,88,90,86.6,HA922869211
1489,2011,100,86,72,89.5,UQ925888978
1490,2011,92,86,83,87.65,DC753065726
1491,2011,55,95,92,82.85,CE167907024
1492,2011,71,64,92,67.5,HX828803867
1493,2011,68,80,81,76.45,IV170281766
1494,2011,84,95,77,90.8,SS140419680
1495,2011,98,94,66,93.8,LC011769340
1496,2011,58,68,57,64.45,SR761140706
1497,2011,95,56,95,69.65,IU184266038
1498,2011,93,71,95,78.8,EU010227622
1500,2011,82,87,75,84.9,NL701916083
1501,2011,95,66,91,75.95,KV209302316
1502,2011,84,66,62,71.2,QQ928885125
1503,2011,84,74,88,77.7,OO347984108
1504,2011,61,78,70,72.5,CT258851409
1505,2011,71,94,78,86.3,NL735318351
1506,2011,94,84,71,86.35,AB697126335
1507,2011,63,98,69,86.05,FB031257581
1508,2011,56,55,80,56.55,US561710815
1509,2011,79,100,71,92.25,AP613513459
1510,2011,98,89,88,91.65,SO178183266
1511,2011,55,69,93,66.0,JG225925793
1512,2011,91,56,67,67.05,ZU223776224
1513,2011,92,77,55,80.4,NR048438136
1514,2011,70,62,91,65.85,IW677812002
1515,2011,87,71,77,76.1,WH781092391
1516,2011,67,82,85,77.65,II721897518
1518,2011,64,59,100,62.55,AQ504874527
1519,2011,66,86,90,80.2,CK689243685
1520,2011,85,86,63,84.55,IV170281766
1521,2011,69,85,50,78.45,SU700880476
1522,2011,91,71,61,76.5,KW705983025
1523,2011,61,73,92,70.35,VH106230905
1524,2011,76,65,58,67.95,YH615817650
1525,2011,81,69,86,73.45,HE368621167
1526,2011,83,76,69,77.75,SN325939980
1527,2011,60,90,91,81.05,JP805478186
1528,2011,78,52,60,60.2,YO508339451
1529,2011,52,59,69,57.4,PU792120045
1530,2011,96,89,50,89.15,HH105771889
1531,2011,77,83,82,81.15,HC257047761
1532,2011,59,56,59,57.05,HB269569198
1533,2011,80,89,69,85.3,JK645525560
1534,2011,74,62,67,65.85,GF953125124
1535,2011,69,81,87,77.7,JO900383676
1536,2011,94,95,90,94.45,AK486674948
1537,2011,87,77,68,79.55,ES055317254
1538,2011,75,91,66,84.95,SU635906839
1539,2011,54,57,98,58.15,EJ818024535
1540,2011,92,71,78,77.65,DW690218781
1542,2011,81,93,85,89.0,BM501573853
1544,2011,55,59,76,58.65,RS964859462
1545,2011,97,68,69,76.75,RI539571118
1546,2011,51,73,73,66.4,BT176502357
1547,2011,67,85,59,78.3,KW975539641
1548,2011,61,79,54,72.35,JK907373874
1549,2011,64,51,69,55.8,CS679785491
1550,2011,67,84,70,78.2,YQ070673334
1551,2011,94,88,87,89.75,ZQ847160694
1552,2011,73,99,66,89.55,JP805478186
1553,2011,66,79,74,74.85,BW502374245
1554,2011,79,72,80,74.5,SB161044412
1555,2011,58,55,63,56.3,BW265402986
1556,2011,99,99,82,98.15,EW460578771
1557,2011,83,89,68,86.15,TL239581329
1558,2011,50,56,77,55.25,AX233828844
1559,2011,51,78,67,69.35,WH781092391
1560,2011,90,93,78,91.35,IQ296976032
1561,2011,78,84,67,81.35,DW765612566
1562,2011,64,96,94,86.3,FC023907092
1563,2011,84,65,67,70.8,RY357776743
1564,2011,97,83,67,86.4,ZC068897182
1565,2011,56,95,63,81.7,BC902357712
1566,2011,72,90,61,83.15,EC769862316
1567,2011,86,89,75,87.4,KJ395390165
1568,2011,72,79,66,76.25,KJ170137293
1569,2011,97,71,89,79.7,KN551018860
1570,2011,65,68,84,67.9,RE561092044
1571,2011,76,53,99,62.2,LJ622537330
1572,2011,64,81,94,76.55,QI056353788
1574,2011,53,92,53,78.35,GI276852493
1575,2011,81,51,65,60.7,VX464574011
1576,2011,80,98,67,91.05,XA356829591
1578,2011,93,93,56,91.15,JK907373874
1580,2011,99,72,85,80.75,QQ306534790
1581,2011,50,65,55,60.0,XU289077277
1582,2011,84,57,98,67.15,DI377683115
1583,2011,85,80,59,80.45,EZ325622964
1584,2011,90,96,55,92.15,FT375333468
1585,2011,86,81,66,81.75,RC864839961
1586,2011,81,96,74,90.4,CJ927416670
1587,2011,62,79,51,72.5,JD072815793
1588,2011,73,99,71,89.8,AK348910989
1589,2011,54,77,76,70.05,AE236560276
1590,2011,63,94,84,84.2,FX169969127
1592,2011,75,89,55,83.1,SA872760058
1593,2011,66,94,100,85.9,HI278405771
1594,2011,77,81,55,78.5,SX567946486
1595,2011,55,89,79,78.3,UL361522513
1596,2011,55,59,94,59.55,JZ042868159
1598,2011,62,52,94,57.1,DF485302847
1599,2011,57,100,85,86.35,QN248277774
1600,2011,99,64,70,74.8,UJ610222375
1601,2011,55,69,77,65.2,DS734521976
1602,2011,90,70,83,76.65,QE449549736
1603,2011,93,100,93,97.55,ZO536637122
1604,2011,69,96,88,87.5,QL202335883
1605,2011,62,66,100,66.5,FM553207169
1606,2011,54,90,83,78.85,IX951199286
1608,2011,53,59,73,57.9,BO928357775
1610,2011,97,71,61,78.3,YK591347696
1611,2011,64,91,67,81.7,WI613796172
1612,2011,69,99,56,87.85,VW666814731
1614,2011,84,55,76,64.75,AO790186049
1615,2011,83,83,61,81.9,SH512116560
1616,2011,93,76,52,79.9,TL413378045
1617,2011,64,62,95,64.25,DB533765404
1618,2011,61,95,59,83.0,NZ643121596
1619,2011,87,65,87,72.7,GB091805257
1620,2011,66,82,94,77.8,JJ136991614
1621,2011,74,59,74,64.25,YY763533745
1622,2011,51,77,60,68.35,IU184266038
1623,2011,76,96,95,89.95,HT791876128
1624,2011,55,83,51,73.0,CJ435240587
1625,2011,62,89,75,80.2,ER447200948
1626,2011,90,77,61,80.1,FN775016172
1628,2011,94,87,55,87.5,UA669534465
1629,2011,100,81,75,86.4,PH294258653
1630,2011,71,99,51,88.2,FN589172773
1631,2011,85,58,93,67.85,WG904894339
1632,2011,92,94,54,91.4,PC544609715
1634,2011,51,65,58,60.45,TQ798178702
1635,2011,71,82,54,77.3,IJ641596304
1636,2011,59,55,81,57.5,KK187847369
1637,2011,99,69,52,77.15,XK565715174
1638,2011,57,51,92,54.85,OA850660181
1639,2011,71,67,73,68.5,KP873627598
1640,2011,96,86,66,88.0,HC913509475
1641,2011,70,65,51,65.8,XC418771803
1642,2011,55,88,53,76.35,JC737999060
1643,2011,59,83,95,76.4,VH978937736
1644,2011,90,84,97,86.45,IV063546003
1645,2011,80,82,94,82.0,DA929704600
1646,2011,96,69,84,77.85,ST022477690
1647,2011,56,54,73,55.55,UC717913420
1648,2011,75,85,64,80.95,GW679025411
1650,2011,98,100,67,97.75,KV113179063
1652,2011,83,96,76,91.1,TU294491728
1653,2011,95,72,90,79.8,DP382732012
1654,2011,90,75,57,78.6,SB098123396
1655,2011,96,82,95,86.85,IL327057508
1656,2011,75,84,52,79.7,JU774392583
1657,2011,84,85,79,84.4,BF224497235
1658,2011,96,62,62,72.2,PC695231281
1659,2011,90,57,50,66.55,NA293994843
1660,2011,84,58,57,65.75,MJ758351470
1662,2011,90,50,84,63.7,LV864647547
1663,2011,75,52,86,60.6,XI042189128
1664,2011,83,67,79,72.4,TJ606015475
1665,2011,70,84,55,78.35,TD792632602
1666,2011,52,100,68,84.0,AM037805742
1667,2011,74,90,82,84.8,GA380396910
1668,2011,95,87,92,89.65,YY885886740
1670,2011,61,86,61,77.25,ZT802664282
1671,2011,67,88,83,81.45,TZ675631444
1672,2011,89,90,96,90.0,YU202456260
1673,2011,57,97,80,84.15,DO775564107
1674,2011,65,61,65,62.4,XI538749117
1675,2011,92,82,81,84.95,HQ158189911
1676,2011,91,88,55,87.25,AF779281678
1677,2011,82,56,91,65.55,ER447200948
1678,2011,69,94,79,85.75,QD000421292
1679,2011,66,98,100,88.5,RA733492335
1680,2011,90,52,52,63.4,VI033517320
1681,2011,69,98,57,87.25,QV188704991
1682,2011,81,51,85,61.7,DI377683115
1683,2011,51,98,92,83.6,CL515517090
1684,2011,98,50,56,64.7,UV902336938
1685,2011,80,87,81,84.6,BK345006378
1686,2011,56,63,81,61.8,RE914006651
1687,2011,61,71,92,69.05,ZT713294667
1688,2011,72,61,58,64.15,FP026842365
1689,2011,63,58,91,61.15,LG272362852
1690,2011,84,66,67,71.45,MC728235143
1692,2011,54,59,100,59.55,JP805478186
1693,2011,66,72,65,69.85,PX943545566
1694,2011,59,66,64,63.8,JP434239316
1695,2011,57,68,62,64.4,DK194244138
1696,2011,76,86,67,82.05,IM162485616
1697,2011,54,78,75,70.65,AU151116782
1698,2011,70,56,72,61.0,VO084791181
1699,2011,93,98,87,95.95,KK187847369
1700,2011,98,58,84,71.3,TU410919841
1701,2011,95,67,70,75.55,ZV192987444
1702,2011,64,55,95,59.7,QW090961677
1703,2011,70,82,61,77.35,RI592410934
1704,2011,89,70,66,75.5,LB323787094
1705,2011,76,83,82,80.85,QF366601599
1706,2011,56,63,93,62.4,VT266114137
1707,2011,71,52,78,59.0,ML697419525
1708,2011,57,77,92,71.75,TT776838908
1709,2011,62,75,80,71.35,PC553015872
1710,2011,75,75,92,75.85,GU653248192
1712,2011,86,52,80,63.6,XQ280535197
1713,2011,74,66,72,68.7,QZ921322354
1714,2011,97,93,87,93.9,EF954067687
1715,2011,58,85,60,75.65,FZ449054644
1716,2011,57,63,64,61.25,XV018347069
1718,2011,75,83,89,80.9,RO529114393
1719,2011,72,81,71,77.8,OQ777619433
1720,2011,87,68,65,73.55,BN081023946
1722,2011,67,93,58,83.45,YB447885506
1723,2011,61,71,88,68.85,FE718253620
1724,2011,87,73,93,78.2,IW747848967
1725,2011,80,78,95,79.45,ZP835243299
1726,2011,70,80,56,75.8,UN375691710
1727,2011,82,61,99,69.2,BJ866095023
1728,2011,85,56,94,66.6,PI353347606
1729,2011,91,65,92,74.15,YF806221769
1730,2011,90,62,66,70.6,MW074313501
1731,2011,52,61,100,60.25,EJ038483856
1732,2011,50,78,58,68.6,AQ504874527
1733,2011,70,74,67,72.45,QF366601599
1734,2011,79,81,57,79.2,FO781371117
1735,2011,52,95,95,82.1,BV208322352
1736,2011,75,86,62,81.5,IY590923881
1737,2011,53,95,98,82.55,XB896082258
1738,2011,52,96,92,82.6,CK689243685
1739,2011,66,85,68,78.45,KR406223956
1740,2011,54,64,56,60.6,DW411990772
1741,2011,76,76,96,77.0,KB663388492
1742,2011,50,77,82,69.15,RN087211726
1743,2011,73,65,76,67.95,WS377796335
1744,2011,98,87,93,90.6,XW071327118
1745,2011,80,80,76,79.8,AJ462866357
1746,2011,75,80,74,78.2,AN064581323
1747,2011,52,86,69,74.95,QH035075532
1748,2011,88,86,84,86.5,PU416168641
1749,2011,70,72,57,70.65,UX128990910
1750,2011,93,63,54,71.55,MG696732800
1751,2011,99,75,79,82.4,KJ018743384
1752,2011,52,88,91,77.35,XV230730797
1754,2011,91,94,61,91.45,FO831044595
1755,2011,51,63,60,59.25,HO113604281
1756,2011,50,55,69,54.2,CY048517154
1757,2011,82,80,96,81.4,OX567408034
1758,2011,95,84,96,87.9,ZZ951430708
1760,2011,76,51,56,58.75,HI817420428
1761,2011,74,90,65,83.95,QR519348498
1762,2011,85,78,62,79.3,SQ875003786
1763,2011,65,71,70,69.15,RH445134302
1764,2011,75,63,86,67.75,JL025412173
1765,2011,88,68,73,74.25,AA168193346
1766,2011,91,93,77,91.6,UU502804856
1767,2011,62,88,76,79.6,TT317343349
1768,2011,61,90,97,81.65,TL212081507
1769,2011,98,63,63,73.5,PS176684142
1770,2011,66,92,100,84.6,EJ038483856
1771,2011,55,79,71,71.4,XA939723394
1772,2011,79,98,91,91.95,LJ060916160
1773,2011,89,53,72,64.75,YJ657795913
1774,2011,70,86,62,80.0,OY029563288
1775,2011,60,79,91,73.9,YY885886740
1776,2011,93,97,52,93.55,NO233789231
1778,2011,75,58,64,63.4,OL561851427
1779,2011,91,85,100,87.55,NL735318351
1780,2011,64,65,73,65.1,DS280871829
1782,2011,93,70,69,76.85,XN102661597
1784,2011,50,83,99,73.9,BT619334249
1785,2011,70,91,53,82.8,TE043749415
1786,2011,62,97,67,85.0,CV222939811
1788,2011,94,97,51,93.8,QP189145111
1790,2011,90,79,69,81.8,IY808980571
1791,2011,66,72,64,69.8,NR261663878
1792,2011,97,58,63,69.95,BY592020577
1794,2011,57,76,59,69.45,JB146793235
1795,2011,99,97,63,95.9,LY952566591
1796,2011,88,71,73,76.2,ON025001968
1797,2011,51,91,57,77.3,BM732737491
1798,2011,80,88,68,84.6,PJ784131684
1799,2011,51,88,93,77.15,FO781371117
1800,2011,51,58,81,57.05,MQ178232794
1802,2011,97,51,100,67.25,WO314984483
1803,2011,84,54,52,62.9,SS888154124
1804,2011,89,98,75,94.15,AN064581323
1805,2011,67,89,74,81.65,UY585814947
1806,2011,58,99,70,85.25,ME917758722
1807,2011,93,95,96,94.45,QL202335883
1808,2011,65,74,86,71.9,HI278405771
1809,2011,86,60,83,68.95,BE019864852
1810,2011,86,63,57,69.6,SD139534207
1811,2011,65,95,87,85.6,PH014294878
1812,2011,55,79,53,70.5,VG211971246
1813,2011,74,84,52,79.4,DP022057055
1814,2011,87,87,51,85.2,TV696010174
1815,2011,54,67,73,63.4,IE819086009
1816,2011,82,72,61,74.45,AS187966638
1817,2011,60,61,90,62.15,UY585814947
1818,2011,71,71,70,70.95,IH630162106
1819,2011,85,68,53,72.35,HI540720442
1820,2011,59,81,98,75.25,CW716745749
1821,2011,55,56,69,56.35,NK752812304
1822,2011,83,59,77,67.1,SK344324753
1823,2011,69,71,98,71.75,QG016680230
1824,2011,65,66,74,66.1,QJ519844195
1825,2011,69,54,51,58.35,IN175556501
1826,2011,53,71,90,66.55,SS492551346
1827,2011,74,83,85,80.4,KO372924978
1828,2011,82,100,89,94.05,VY690181719
1829,2011,79,73,100,76.15,JR734547503
1830,2011,65,63,98,65.35,HY728305554
1831,2011,78,96,90,90.3,RH445134302
1832,2011,80,77,84,78.25,KA921986260
